OBJECTID,code,name,attr,type,town,address,tel,fax,x,y,lon,lat,is_accessi
"145",B06010026,景華公園,公立,共融式遊戲場,文山區,臺北市文山區景興路與景華街交口,(02)2230-0340,,305001.87500000000,2765717.25000000000,121.54488373000,24.99845695000,是
"146",B06010027,道南河濱公園,公立,共融式遊戲場,文山區,臺北市文山區恆光街景美恆光橋下游右側,(02)2720-8889#8185,,307211.09375000000,2764076.00000000000,121.56670380000,24.98355865000,是
"147",B06010028,榮華公園,公立,共融式遊戲場,北投區,臺北市北投區明德路150巷17-1號,(02)2788-4255,,302597.31250000000,2778139.00000000000,121.52153778000,25.11068535000,是
"148",B06010029,石牌公園,公立,共融式遊戲場,北投區,臺北市北投區石牌路一段39巷內,(02)2883-2130,,301419.90625000000,2779004.00000000000,121.50989532000,25.11853600000,是
"149",B06010030,立農公園,公立,共融式遊戲場,北投區,臺北市北投區承德路七段與吉利街口,(02)2883-2130,,301501.90625000000,2778125.00000000000,121.51067352000,25.11059761000,是
"150",B06010030,立農公園,公立,共融式遊戲場,北投區,臺北市北投區承德路七段與吉利街口,(02)2883-2130,,301507.87500000000,2778108.00000000000,121.51073456000,25.11044312000,是
"151",B06010031,磺港公園,公立,共融式遊戲場,北投區,臺北市北投區磺港路與大興街交叉口,(02)2883-2130,,300613.37500000000,2780640.75000000000,121.50196075000,25.13333893000,是
"152",B06010031,磺港公園,公立,共融式遊戲場,北投區,臺北市北投區磺港路與大興街交叉口,(02)2883-2130,,300613.37500000000,2780640.75000000000,121.50196075000,25.13333893000,是
"153",B06010032,文林國小,公立,共融式遊戲場,北投區,臺北市北投區文林北路155號,02-28234212分機400,,301913.31250000000,2777610.00000000000,121.51473999000,25.10593414000,是
"154",B06010033,榮富公園,公立,共融式遊戲場,北投區,臺北市北投區榮華三路及磺溪旁(過天母橋),(02)2785-3819,,302595.31250000000,2778489.00000000000,121.52153015000,25.11384583000,是
"155",B06010034,三民公園,公立,共融式遊戲場,松山區,臺北市松山區三民路、撫遠街298號,(02)2585-0192,,306905.68750000000,2771798.00000000000,121.56399536000,25.05328369000,是
"156",B06010035,眷村文化公園,公立,共融式遊戲場,信義區,"臺北市信義區莊敬路與松勤路交口,信義國小西側",(02)2788-4255,,306627.46875000000,2769476.25000000000,121.56114197000,25.03233337000,是
"157",B06010035,眷村文化公園,公立,共融式遊戲場,信義區,"臺北市信義區莊敬路與松勤路交口,信義國小西側",(02)2788-4255,,306627.46875000000,2769476.25000000000,121.56114197000,25.03233337000,是
"158",B06010036,象山公園,公立,共融式遊戲場,信義區,臺北市信義區信義路五段150巷旁,(02)2788-4255,,307556.68750000000,2768736.00000000000,121.57032013000,25.02561569000,是
"159",B06010037,聯成公園,公立,共融式遊戲場,南港區,臺北市南港區忠孝東路六段250巷1弄,(02)2788-4255,,309434.81250000000,2771272.00000000000,121.58903503000,25.04843712000,是
"160",B06010038,玉成公園,公立,共融式遊戲場,南港區,臺北市南港區中坡南路55號,(02)2788-4255,,309106.31250000000,2770543.00000000000,121.58575439000,25.04187012000,是
"161",B06010039,四分綠地,公立,共融式遊戲場,南港區,臺北市南港區研究院路二段182巷58弄旁,(02)8791-6654,,312001.59375000000,2769946.00000000000,121.61441803000,25.03636360000,是
"162",B06010040,中研公園,公立,共融式遊戲場,南港區,臺北市南港區研究院路二段12巷58弄,(02)2788-4255,,311943.00000000000,2771140.00000000000,121.61389160000,25.04714584000,是
"163",B06010041,山水綠生態公園,公立,共融式遊戲場,南港區,臺北市南港區南深路37號,(02)2651-1434#125,,312605.78125000000,2769961.00000000000,121.62039948000,25.03647423000,是
"164",B06010041,山水綠生態公園,公立,共融式遊戲場,南港區,臺北市南港區南深路37號,(02)2651-1434#125,,312605.78125000000,2769961.00000000000,121.62039948000,25.03647614000,是
"165",B06010042,和平青草公園,公立,共融式遊戲場,萬華區,臺北市萬華區艋舺大道與號西園路二段交叉口,(02)2785-3819,,300982.62500000000,2769689.00000000000,121.50521851000,25.03445435000,是
"166",B06010042,和平青草公園,公立,共融式遊戲場,萬華區,臺北市萬華區艋舺大道與號西園路二段交叉口,(02)2785-3819,,300982.62500000000,2769689.00000000000,121.50521851000,25.03445435000,是
"168",B02020025,南港工坊,公設民營,社區日間作業設施,南港區,臺北市南港區八德路四段768-1號,(02)2788-5260,,308518.00000000000,2771475.00000000000,121.57996368000,25.05030632000,是
"169",B04010010,財團法人台北市私立雙連視障關懷基金會,私立,身心障礙者社區日間活動據點,中山區,臺北市中山區中山北路二段111號11樓,2531-2320,,302783.31250000000,2772539.00000000000,121.52317047000,25.06012344000,否
"170",B04010011,財團法人喜憨兒社會福利基金會,私立,身心障礙者社區日間活動據點,松山區,臺北市松山區民生東路五段163-1號7樓,2748-5810#10,,306761.00000000000,2772437.00000000000,121.56258392000,25.05905724000,否
"171",B02020026,健康工坊_B處,公設民營,社區日間作業設施,松山區,臺北市松山區健康路399號6樓,(02)2758-8889,,307395.90625000000,2771946.00000000000,121.56886292000,25.05460167000,是
"172",B06020002,委託辦理臺北市聽語障溝通服務方案,其他,委託方案,士林區,臺北市士林區承德路四段58巷10弄6號,02-28852120,,302686.81250000000,2774963.00000000000,121.52230072000,25.08201027000,否
"173",B06020003,委託辦理臺北市視障者服務,其他,委託方案,松山區,臺北市松山區光復北路60巷19-6號B1,(02)2577-5689,,306202.40625000000,2771396.00000000000,121.55700684000,25.04968071000,否
"174",B02040004,星辰會所,公設民營,精神障礙者會所,士林區,臺北市士林區三玉里忠誠路二段53巷7號9樓,2838-2225,,303689.90625000000,2778225.00000000000,121.53237915000,25.11142349000,是
"175",B02020027,萬華視障生活重建中心暨社區工坊,公設民營,社區日間作業設施,萬華區,臺北市萬華區0鄰梧州街36號4樓,(02)23085598,,300201.50000000000,2770009.00000000000,121.49748993000,25.03737068000,是
"176",B02020028,委託經營管理身心障礙者社區日間作業設施-瑞光工坊,公設民營,社區日間作業設施,內湖區,臺北市內湖區瑞光路162號2樓之2,(02)2720-8889#8185,,308436.28125000000,2774036.50000000000,121.57926178000,25.07343483000,是
"177",B02020028,委託經營管理身心障礙者社區日間作業設施-瑞光工坊,公設民營,社區日間作業設施,內湖區,臺北市內湖區瑞光路162號2樓之2,(02)2720-8889#8185,,308436.28125000000,2774036.50000000000,121.57926178000,25.07343483000,是
"178",B02020029,委託經營管理身心障礙者社區日間作業設施-明倫工坊,公設民營,社區日間作業設施,大同區,臺北市大同區承德路三段285之5號,"22789888",,302399.40625000000,2773977.00000000000,121.51941681000,25.07311821000,是
"180",B02030006,臺北市政府社會局委託財團法人臺北市喜樂家族社會福利基金會經營管理大龍峒身障社區長照機構（日間照顧）,公設民營,身障社區長照機構（日間照顧）,大同區,臺北市大同區老師里0鄰重慶北路三段320號3、4樓（社福大樓）,(02)2592-2581,,301810.81250000000,2774150.00000000000,121.51358795000,25.07470131000,是
"182",B06020006,委託辦理臨時及短期照顧服務財團法人台北市私立雙連視障關懷基金會,私立,委託方案,中山區,臺北市中山區聚盛里中山北路二段111號11樓,02-25312320,,302783.31250000000,2772539.00000000000,121.52317047000,25.06012344000,否
"183",B02020032,士林工坊,公設民營,社區日間作業設施,士林區,臺北市士林區忠誠路二段53巷7號9樓A,"28322807",,303689.90625000000,2778225.00000000000,121.53237915000,25.11142349000,是
"184",B06020007,委託辦理臨時及短期照顧服務-社團法人台北市智障者家長協會,其他,委託方案,大安區,臺北市大安區建國南路一段321號2樓,02-2755-5690,,304312.09375000000,2769747.00000000000,121.53820801000,25.03486252000,否
"185",B01020007,士林社區居住家園(德蘭家),公設民營,B0102,士林區,臺北市士林區0鄰中山北路七段146巷7、7-1號1樓,(02)2874-9917,,303761.68750000000,2779534.00000000000,121.53314209000,25.12323761000,是
"189",B02020033,奇岩工坊,公設民營,社區日間作業設施,北投區,臺北市北投區三合街一段119號7樓,(02)2894-0370,,300814.81250000000,2779889.75000000000,121.50392914000,25.12655258000,是
"190",B02020033,奇岩工坊,公設民營,社區日間作業設施,北投區,臺北市北投區三合街一段119號7樓,(02)2894-0370,,300814.81250000000,2779889.75000000000,121.50392914000,25.12655258000,是
"191",B02020034,松山工坊,私立,社區日間作業設施,松山區,臺北市松山區新聚里3鄰南京東路五段356號6F-2,(02)2748-5810,,307481.40625000000,2771555.00000000000,121.56969452000,25.05106735000,是
"192",B01020008,士林社區居住家園(聖露薏絲家),公設民營,B0102,士林區,臺北市士林區中山北路七段191巷9號1樓,(02)2874-9917,,303618.90625000000,2779770.00000000000,121.53173065000,25.12537384000,是
"194",B02020035,建成工坊,公設民營,社區日間作業設施,大同區,臺北市大同區承德路二段33號6樓,2362-0218,,302307.00000000000,2771924.00000000000,121.51842499000,25.05458832000,否
"197",B02030007,臺北市政府社會局委託財團法人天主教白永恩神父社會福利基金會經營管理稻香身障社區長照機構（日間照顧）,公設民營,身障社區長照機構（日間照顧）,北投區,臺北市北投區稻香里0鄰稻香路81號3樓之1,"27229933",,299340.59375000000,2781474.00000000000,121.48936462000,25.14090347000,否
"198",B02010019,臺北市稻香發展中心,公設民營,日間服務機構,北投區,臺北市北投區稻香里0鄰稻香路81號2樓,"0917109770",02-28986437,299340.59375000000,2781474.00000000000,121.48936462000,25.14090347000,是
